X.Date.Time,Year,Month,Day,Time,Temp...C.,Temp.Flag,Dew.Point.Temp...C.,Dew.Point.Temp.Flag,Rel.Hum....,Rel.Hum.Flag,Wind.Dir..10s.deg.,Wind.Dir.Flag,Wind.Spd..km.h.,Wind.Spd.Flag,Visibility..km.,Visibility.Flag,Stn.Press..kPa.,Stn.Press.Flag,Hmdx,Hmdx.Flag,Wind.Chill,Wind.Chill.Flag,Weather.,X.U.FEFF..Station.Name.,X.Province.
2017-09-02 22:00,2017,9,2,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-02 23:00,2017,9,2,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 00:00,2017,9,3,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 01:00,2017,9,3,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 02:00,2017,9,3,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 03:00,2017,9,3,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 04:00,2017,9,3,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 05:00,2017,9,3,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 06:00,2017,9,3,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 07:00,2017,9,3,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 08:00,2017,9,3,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 09:00,2017,9,3,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 10:00,2017,9,3,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 11:00,2017,9,3,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 12:00,2017,9,3,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 13:00,2017,9,3,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 14:00,2017,9,3,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 15:00,2017,9,3,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 16:00,2017,9,3,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 17:00,2017,9,3,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 18:00,2017,9,3,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 19:00,2017,9,3,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 20:00,2017,9,3,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 21:00,2017,9,3,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 22:00,2017,9,3,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-03 23:00,2017,9,3,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 00:00,2017,9,4,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 01:00,2017,9,4,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 02:00,2017,9,4,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 03:00,2017,9,4,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 04:00,2017,9,4,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 05:00,2017,9,4,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 06:00,2017,9,4,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 07:00,2017,9,4,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 08:00,2017,9,4,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 09:00,2017,9,4,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 10:00,2017,9,4,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 11:00,2017,9,4,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 12:00,2017,9,4,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 13:00,2017,9,4,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 14:00,2017,9,4,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 15:00,2017,9,4,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 16:00,2017,9,4,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 17:00,2017,9,4,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 18:00,2017,9,4,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 19:00,2017,9,4,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 20:00,2017,9,4,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 21:00,2017,9,4,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 22:00,2017,9,4,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-04 23:00,2017,9,4,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 00:00,2017,9,5,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 01:00,2017,9,5,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 02:00,2017,9,5,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 03:00,2017,9,5,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 04:00,2017,9,5,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 05:00,2017,9,5,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 06:00,2017,9,5,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 07:00,2017,9,5,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 08:00,2017,9,5,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 09:00,2017,9,5,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 10:00,2017,9,5,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 11:00,2017,9,5,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 12:00,2017,9,5,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 13:00,2017,9,5,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 14:00,2017,9,5,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 15:00,2017,9,5,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 16:00,2017,9,5,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 17:00,2017,9,5,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 18:00,2017,9,5,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 19:00,2017,9,5,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 20:00,2017,9,5,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 21:00,2017,9,5,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 22:00,2017,9,5,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-05 23:00,2017,9,5,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 00:00,2017,9,6,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 01:00,2017,9,6,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 02:00,2017,9,6,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 03:00,2017,9,6,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 04:00,2017,9,6,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 05:00,2017,9,6,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 06:00,2017,9,6,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 07:00,2017,9,6,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 08:00,2017,9,6,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 09:00,2017,9,6,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 10:00,2017,9,6,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 11:00,2017,9,6,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 12:00,2017,9,6,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 13:00,2017,9,6,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 14:00,2017,9,6,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 15:00,2017,9,6,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 16:00,2017,9,6,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 17:00,2017,9,6,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 18:00,2017,9,6,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 19:00,2017,9,6,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 20:00,2017,9,6,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 21:00,2017,9,6,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 22:00,2017,9,6,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-06 23:00,2017,9,6,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 00:00,2017,9,7,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 01:00,2017,9,7,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 02:00,2017,9,7,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 03:00,2017,9,7,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 04:00,2017,9,7,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 05:00,2017,9,7,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 06:00,2017,9,7,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 07:00,2017,9,7,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 08:00,2017,9,7,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 09:00,2017,9,7,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 10:00,2017,9,7,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 11:00,2017,9,7,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 12:00,2017,9,7,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 13:00,2017,9,7,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 14:00,2017,9,7,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 15:00,2017,9,7,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 16:00,2017,9,7,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 17:00,2017,9,7,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 18:00,2017,9,7,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 19:00,2017,9,7,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 20:00,2017,9,7,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 21:00,2017,9,7,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 22:00,2017,9,7,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-07 23:00,2017,9,7,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 00:00,2017,9,8,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 01:00,2017,9,8,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 02:00,2017,9,8,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 03:00,2017,9,8,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 04:00,2017,9,8,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 05:00,2017,9,8,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 06:00,2017,9,8,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 07:00,2017,9,8,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 08:00,2017,9,8,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 09:00,2017,9,8,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 10:00,2017,9,8,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 11:00,2017,9,8,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 12:00,2017,9,8,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 13:00,2017,9,8,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 14:00,2017,9,8,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 15:00,2017,9,8,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 16:00,2017,9,8,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 17:00,2017,9,8,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 18:00,2017,9,8,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 19:00,2017,9,8,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 20:00,2017,9,8,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 21:00,2017,9,8,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 22:00,2017,9,8,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-08 23:00,2017,9,8,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 00:00,2017,9,9,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 01:00,2017,9,9,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 02:00,2017,9,9,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 03:00,2017,9,9,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 04:00,2017,9,9,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 05:00,2017,9,9,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 06:00,2017,9,9,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 07:00,2017,9,9,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 08:00,2017,9,9,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 09:00,2017,9,9,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 10:00,2017,9,9,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 11:00,2017,9,9,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 12:00,2017,9,9,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 13:00,2017,9,9,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 14:00,2017,9,9,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 15:00,2017,9,9,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 16:00,2017,9,9,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 17:00,2017,9,9,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 18:00,2017,9,9,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 19:00,2017,9,9,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 20:00,2017,9,9,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 21:00,2017,9,9,21:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 22:00,2017,9,9,22:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-09 23:00,2017,9,9,23:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 00:00,2017,9,10,00:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 01:00,2017,9,10,01:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 02:00,2017,9,10,02:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 03:00,2017,9,10,03:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 04:00,2017,9,10,04:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 05:00,2017,9,10,05:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 06:00,2017,9,10,06:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 07:00,2017,9,10,07:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 08:00,2017,9,10,08:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 09:00,2017,9,10,09:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 10:00,2017,9,10,10:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 11:00,2017,9,10,11:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 12:00,2017,9,10,12:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 13:00,2017,9,10,13:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 14:00,2017,9,10,14:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 15:00,2017,9,10,15:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 16:00,2017,9,10,16:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 17:00,2017,9,10,17:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 18:00,2017,9,10,18:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 19:00,2017,9,10,19:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
2017-09-10 20:00,2017,9,10,20:00,,,,,,,,,,,,,,,,,,,,TOTTENHAM,ONTARIO
